map,circuit_id,leg_index,label,timestamp
cerisy,ea7e833fd4,4,uncertain,2026-05-31T12:41:18.264800+00:00
cerisy,ae2bc4a7a0,4,suivi,2026-05-31T12:41:25.845917+00:00
cerisy,d30f36a544,0,suivi,2026-05-31T12:41:31.075545+00:00
cerisy,d30f36a544,3,suivi,2026-05-31T12:41:32.549924+00:00
cerisy,d30f36a544,6,suivi,2026-05-31T12:41:39.945597+00:00
cerisy,ea7e833fd4,6,suivi,2026-05-31T12:41:42.900105+00:00
cerisy,d30f36a544,2,suivi,2026-05-31T12:41:47.180792+00:00
cerisy,ea7e833fd4,0,suivi,2026-05-31T12:41:49.840729+00:00
cerisy,ae2bc4a7a0,5,suivi,2026-05-31T12:41:53.647704+00:00
cerisy,d30f36a544,10,suivi,2026-05-31T12:41:57.037942+00:00
cerisy,ea7e833fd4,2,suivi,2026-05-31T12:41:59.526515+00:00
cerisy,ae2bc4a7a0,0,uncertain,2026-05-31T12:42:00.952978+00:00
cerisy,ea7e833fd4,13,suivi,2026-05-31T12:42:05.306510+00:00
cerisy,ea7e833fd4,12,attaque,2026-05-31T12:42:10.040035+00:00
cerisy,ae2bc4a7a0,7,uncertain,2026-05-31T12:42:11.682390+00:00
cerisy,ea7e833fd4,9,attaque,2026-05-31T12:42:21.514759+00:00
cerisy,ae2bc4a7a0,8,uncertain,2026-05-31T12:42:23.010418+00:00
cerisy,ae2bc4a7a0,3,suivi,2026-05-31T12:42:31.018453+00:00
cerisy,d30f36a544,13,suivi,2026-05-31T12:42:33.836933+00:00
cerisy,ae2bc4a7a0,6,suivi,2026-05-31T12:42:35.940470+00:00
cerisy,ea7e833fd4,5,uncertain,2026-05-31T12:42:37.611914+00:00
cerisy,ea7e833fd4,11,suivi,2026-05-31T12:42:42.445032+00:00
cerisy,d30f36a544,4,uncertain,2026-05-31T12:42:44.491324+00:00
cerisy,ae2bc4a7a0,1,uncertain,2026-05-31T12:42:45.534591+00:00
cerisy,ae2bc4a7a0,12,uncertain,2026-05-31T12:42:47.417050+00:00
cerisy,ea7e833fd4,1,attaque,2026-05-31T12:42:53.733419+00:00
cerisy,ae2bc4a7a0,10,uncertain,2026-05-31T12:42:55.248102+00:00
cerisy,ea7e833fd4,7,suivi,2026-05-31T12:42:59.345907+00:00
cerisy,d30f36a544,8,attaque,2026-05-31T12:43:03.808659+00:00
cerisy,d30f36a544,1,suivi,2026-05-31T12:43:14.710917+00:00
cerisy,d30f36a544,12,attaque,2026-05-31T12:43:18.511536+00:00
cerisy,ea7e833fd4,3,suivi,2026-05-31T12:43:20.989938+00:00
cerisy,ea7e833fd4,10,suivi,2026-05-31T12:43:22.947236+00:00
cerisy,d30f36a544,11,suivi,2026-05-31T12:43:25.157102+00:00
cerisy,ea7e833fd4,8,attaque,2026-05-31T12:43:39.916816+00:00
cerisy,ae2bc4a7a0,13,suivi,2026-05-31T12:43:43.276485+00:00
cerisy,d30f36a544,5,uncertain,2026-05-31T12:43:50.887053+00:00
cerisy,ae2bc4a7a0,9,uncertain,2026-05-31T12:43:52.228559+00:00
cerisy,ae2bc4a7a0,2,uncertain,2026-05-31T12:43:53.917108+00:00
cerisy,d30f36a544,7,suivi,2026-05-31T12:44:01.940806+00:00
cerisy,ae2bc4a7a0,11,uncertain,2026-05-31T12:44:03.556810+00:00
cerisy,d30f36a544,9,attaque,2026-05-31T12:44:09.698911+00:00
